id,allmusic_id,musicbrainz_ids
1460,mt0000544924,"['35e1d30c-674c-45ec-b962-3edd13d5a52b', '86d46dd0-55c3-40a5-aedd-7a1e9c1da285']"
1461,mt0006169231,"['3d430749-1110-40ec-a8a8-be4809e8b18e', '3b6b7064-ddc3-4ead-b791-e0d688cd5b66', '4d4d495c-065d-4407-8093-900fea639a55', '41d37823-67b6-43da-9f39-d9493f47b744', 'c79f5dd7-27a6-45d4-be4f-11607806596a', 'e12c51f8-b453-45a0-818a-99c42e799a14', 'cc3126c2-df5d-4512-af07-da2a95fc1614', 'b24844c6-8475-4607-ac34-5723794d4949', '1fd56787-3553-4ffd-825d-a2620bd161dc']"
1462,mt0011555671,"['3061b393-ef5d-4539-9d9e-ff299ff84260', 'ae414c0c-f5b2-4ff6-ab08-ec4ddfd42edc', '7d44b50d-9585-409a-ba6a-80586914e638', '1378b97e-62a1-4a97-8b63-471b3c48f416', '9eac9443-0e02-440d-950a-e6dc67f35231', '61d8bcc9-547a-4598-980e-1c53553c45a4', 'a02e4fac-3e76-4910-b3d9-a09b7b9c1747', '3830db62-9692-4b51-9fc8-e89225081b1a', '68b59129-e5e0-43c4-9a03-61e63c1a3312', '0e7ca288-5f2a-48c8-93dd-d6ad3067a2d4', 'f840e4d7-4bf8-4c2f-a881-4ebbac511819', '584b3517-d798-44cd-b7f5-1f644d0e7184']"
1463,mt0007708410,"['d680b012-7eb0-4bb7-9634-c0b9608f7b67', '44474183-0b24-4efb-977f-8eff0c10ab38', 'ba9157e3-05e2-4520-ba62-b48ccc1733f1', '9dbf74cf-205e-4f41-afc0-266c7018cc8a', '20a692ee-0ece-4884-89fd-db22443465bc', '4ef6c414-e4f0-4849-8694-dbb7ec6042b2']"
1464,mt0030443329,"['1e6fe6b1-9716-46e9-83f5-299be3ce6a5c', '9f5ddda2-17f2-42a8-bd82-937515ec54ff', '90a776cf-7101-432d-b47b-c83081014a16']"
1465,mt0041698554,"['e7c6dbc6-8a39-4642-b131-8a40ba2cc804', '199e57d2-884a-4c0f-a9e5-7dc7128b9df1']"
1466,mt0004277334,"['820ede78-1c1d-4dae-9ffb-126b7859c086', '1d67621d-e55c-4ed8-9a98-0baf9b5495e0', '720127ca-05a8-4072-b651-fcea3defe064', '6702c8ec-1c40-472e-9e9b-61a005eb2fe8', '762799f1-a7b3-43f0-b73c-d65e7a3e5ef7']"
1467,mt0000789334,"['7eaa6917-f943-4167-9428-5247b6330369', '8abb1708-c258-494d-8290-44c6bd74df3c', '3a48b3fb-abbc-498d-ada2-11460f25e603', '85f1ae9f-eabc-471c-a758-df501bd07566', 'e5067b73-b087-462e-98b2-502f00512b4d']"
1468,mt0001714042,"['40204fce-aa58-470f-b353-f04bf3f6c08d', 'a21cb402-0583-4b9a-af10-4c6209ac8014', '7f401d91-3cfc-483f-85e8-b898db495a43', 'cb901950-d299-4bdf-bc2e-9774d16073d4', '8d029a73-83ca-4b79-9e91-5d29afd0d14b', '7b4908cf-65af-402e-a165-a5ecd84f9e04']"
1469,mt0008564031,"['5d608b85-5e6c-4c31-87c4-68d5b92ee32d', 'c623b52c-8363-42cb-967e-6ee210e85abb', 'c9fccc5e-3693-4ea0-a972-97e336a72ce1', '14d814a8-105f-4ad2-ad6b-42e2b7971fbf', '3b1cc40b-1f9e-4df8-a377-59e7985ef2a4']"
1470,mt0000841701,"['432896e7-c1f7-4187-9119-d9f7b0466f48', '8f5011a5-7e0a-47aa-9721-4ce8ab26285e', '75eb9ebf-a831-40a4-b46b-99d36a34c5ea', '8deca96b-7a30-48fb-97e0-6359bbc07fbd']"
1471,mt0002520377,"['47a55fea-cf39-450e-98c0-3888d8db6388', 'e4b1af61-161b-4b1e-9917-0c6ef38ebad6', '7c7e4924-68b2-42ea-a51d-71aea6879033', 'a6a1ec7e-d048-4ecb-81f7-6570c341db6f']"
1472,mt0002653317,"['1ca10aa6-96c0-43fc-b962-6af6b5b57904', '8345d83b-3ca1-46b5-b364-4fd50f0ef0dd', '26b7cefd-b60c-462a-ba02-62d8dc83bb15', '276a5204-7c35-49e9-bcce-2106c63b189f']"
1473,mt0003725264,"['4fed15bf-53cf-4f5e-9145-6af6276db071', '2ae874f8-c02c-47e0-9b3e-4776406de512', 'b296c11a-15ae-41aa-9b34-236f8c91b26e']"
1474,mt0000822162,"['363df4c6-cc3a-4e14-a45e-0b9ed824e9b5', '6bc05217-aa3a-4b5e-b36f-54222a540e28', '0235193f-ef56-4b5c-86b9-9f00442ed51b']"
1475,mt0008508834,"['5a679a04-e3c7-43e6-b504-5f98a7782639', '35c8f31e-f803-46a4-be6e-0e12b0a45e8c']"
1476,mt0004529389,"['85de0070-630f-4cd1-b19e-c232308835b8', 'feceeaf9-66ca-494e-8fba-f4ae76f19e08']"
1477,mt0002704113,"['e03eee1a-d58c-442c-ae47-68df411b691c', '876ae8af-c706-479c-8fbf-de0c6968aa83']"
1478,mt0002083886,['83b59c79-9f95-4d35-b543-55e53eaea112']
1479,mt0005606259,"['240dc6d9-52ab-421c-a331-ed962cb0211c', '5de3729e-7879-4774-ad70-4da4f6750433']"
1480,mt0002778877,"['97e65e6e-4115-483c-a0b0-6e4b42790826', '276865b0-fc5e-4ca9-94d2-c99885e4b174', 'c54dc145-303e-40a8-867f-402a4c2c97be']"
1481,mt0000839550,"['62ab7ee6-ddde-4654-8043-0100b1bf51b8', '44fc5dbc-bc1a-4c6d-b077-742258faa824', 'da8bd61d-531b-4184-b080-b889d1393217', 'e16464b2-bae7-437d-87fb-a66c7cc2e3c7', '7caae33e-5be4-4e6a-ba90-05c4e352c97a']"
1482,mt0009059311,"['cb766fcb-781c-4ee5-a24e-84c46e57e729', '6909f199-7c05-42c1-9173-86f8871f01ff', 'e806e11c-f07c-48a4-9667-b20ca63e2e9a', '6c8705a3-ed92-4e9b-87ba-19286af3e1f7']"
1483,mt0000666929,"['5a57bc19-0664-4159-8d33-9e04b3899511', '133e89dd-a2fb-4af1-9dfc-b81d44a91e4f', '3c9e1c92-5b91-4a3d-bbcf-833677587677', 'd24ae35c-3f0a-4772-bff3-6480d4bd1e66', '4d5ccc8a-3993-4e23-8f9b-6a0917f33e82']"
1484,mt0002376282,"['58130fa0-1bb9-4912-9765-717fcf30e9cf', 'd3ff64c9-d4a5-4637-ac1b-8e0483150a1d']"
1485,mt0009194548,"['442340c4-2d08-45f1-935d-be0a4d442b65', 'cc74a980-a475-43c7-aeda-b907023848fb', '611cceac-d9f9-49aa-889b-9994ee4a3533']"
1486,mt0001297723,"['039bbf0b-2c44-41f0-ad46-26ea9f4bc911', '6c27444e-bcbd-4681-bd63-b616eb7f663d', 'db63165d-479d-4c53-8f13-3d4ba6e57bd7']"
1487,mt0001590658,"['6611d22f-c28e-40bf-b22a-ae4364342f5e', 'fc3efccf-67b4-4d43-977d-683c4cda8130', 'd838ff22-7a57-4b4f-ae4c-2e939ff3d830']"
1488,mt0000161864,"['caee34f0-e165-453f-ba2c-d9c86e7df058', 'effc7aeb-dfe6-4fd0-bfd4-2a5a4dbddacb']"
1489,mt0004634050,"['04f4d2a2-0dca-40b1-b425-4f1c25dce1ee', 'e38b81a2-0bc5-468f-beb4-5a08efc0351e', '668c8973-cd36-48b9-8a00-06c371097911']"
1490,mt0009387998,"['60d3cdb5-42bf-47bb-aa12-4ef04c504587', '70f0129c-c930-4ad9-b4c0-8354c646f5f9', '8384ff87-a9ba-47c0-8dd2-a1ce5a738702']"
1491,mt0039627305,"['28d21d79-3668-43a0-a839-0cbcb1befe75', 'a07d638f-4b85-4adc-aac2-0e69fcd9d2ff']"
1492,mt0035651633,['1c1b55ab-f390-4da0-8533-71b9dfa99d1a']
1493,mt0035560733,['7a1fc0d4-b204-41c8-9098-5dd2b737ef24']
1494,mt0010142987,['b044b9bc-d28e-4047-b73e-8f2d46ab78b4']
1495,mt0033072176,['b0bf0bee-d033-40ac-b7da-f916f41f3c25']
1496,mt0035525327,['7a1fc0d4-b204-41c8-9098-5dd2b737ef24']
1497,mt0015945215,"['779d4169-1da8-4b6e-8d0e-3fa8d821aeae', 'e69920b1-3d1e-4a7e-b7c9-13ac5248c3b9']"
1498,mt0002052953,"['6379ded6-2430-4510-a282-f7c76442d1ac', 'ad2b8dee-d4a1-4da2-9df7-63d24f77c98c']"
1499,mt0030963819,['4370bf6f-a7fc-42c9-aa64-1db438a888a4']
1500,mt0014986534,['5ec8810e-242c-4dce-8dd8-41fda4ef648f']
1501,mt0026678797,['987da9b1-bb9c-4431-8322-fe774e53928b']
1502,mt0014987661,['274c19b7-c6b3-4d7d-90b3-721d1308d7a7']
1503,mt0014988174,['59908c68-2f13-4217-a1cb-bc2ec9b39b58']
1504,mt0002268612,['0ad42edc-cf96-441b-955d-0e3e9dc07ce2']
1505,mt0001541148,['c1e301fc-dc55-4d84-b5bc-2dd0174dbc63']
1506,mt0001619399,['c9f319bc-fcef-4083-8f4b-912c14d1af9a']
1507,mt0008652640,['0db8891a-8384-469b-a637-499a0b599ef5']
1508,mt0003974669,['e21f97aa-e1d2-443e-a86a-72c39b976571']
1509,mt0014979047,['11b1e367-198c-49f2-a73a-d9aeaa685567']
1510,mt0014993596,['77aaeec1-75e4-407d-acbc-cb5896476d94']
1511,mt0000213722,"['53823775-3c46-413d-8695-3b540f746c8f', 'bacf640f-147c-4094-af5c-3ddf370192c1']"
1512,mt0016825044,['c9f319bc-fcef-4083-8f4b-912c14d1af9a']
1513,mt0027895862,['e6a8dc21-255b-4b93-b6f3-3ef0c14bc525']
1514,mt0028236874,['27b06184-da74-4561-aa01-e5fa684a0cd1']
1515,mt0030052321,['9ad41b89-d194-469a-9711-44d6f17c7b32']
1516,mt0031167369,
1517,mt0040412606,['8c56e38f-879e-4941-81a7-74b29ccbbc2c']
1518,mt0040412614,['a738ae77-6399-4fe5-bab1-e1e0f7244e37']
1519,mt0040412607,"['2641a88a-0cf0-48e2-80a8-6db5a12b6346', '94f31bab-15b3-483e-b028-42ff57bfc5c8']"
1520,mt0058256091,"['a7b3d1d5-7d97-476a-b551-d57153049478', 'afe7431c-d21c-467e-9d84-5d976c54dbfb', 'a3838dad-a4ed-4d0d-8c7c-f1802d681b6e']"
1521,mt0058168706,"['701d7240-447a-4a3d-a60e-2aa969bcfae7', '9d31c943-4c2b-4308-a25c-eb3332ed61e2']"
1522,mt0058164303,['479411bd-d8aa-494d-8007-7e01c42e9b0a']
1523,mt0058168705,['7384c407-913c-4a91-901b-2313e452d740']
1524,mt0058168704,['bc758629-ff2b-4730-8672-aaccd2210cb0']
1525,mt0058256093,['078138d8-900f-4e50-91e1-08924899e225']
1526,mt0058164302,"['911d8c6a-a024-48a1-9e65-48ee2594beca', '55586c8a-a293-4ad7-b006-155f9c88b625']"
1527,mt0058160857,['c5d4c7ad-2a15-40ce-b2c1-dff3cf721690']
1528,mt0035186224,['200e5afd-47fb-404d-a43a-e6d6421ccc75']
1529,mt0045024123,"['7cb291e1-dec3-43dc-bd9a-78b954640a29', 'b301c924-f5e7-4fdd-8dac-2e6d137c6a7a']"
1530,mt0040412613,['5fe65168-29e7-494b-b5d4-b91cfc857d45']
1531,mt0040412616,['c7d33352-4c7e-4c89-af0c-4e3aeb4f3ead']
1532,mt0040412615,"['ea43cc8e-9afd-4a4d-b2be-85106665585e', '85dd641e-90f4-4a38-b868-30aada781321']"
1533,mt0040412611,"['c5cabf75-ef72-4361-9003-367dae9026b3', '69652698-1672-4a1a-8986-bdcc9a814111']"
1534,mt0040412612,['c1664f76-2ace-43b9-a5f8-b00e32e6bdb3']
1535,mt0040412608,['a9e99e67-11da-49f8-9e7d-f1a1fd249293']
1536,mt0006336771,"['dd84bf6a-3f77-4299-a862-02bae36eb6e1', '11edb382-a878-43ff-92ce-4358a317e50d']"
1537,mt0006209360,"['4130bf01-b9ec-43fe-9ae0-43aadbd39245', 'f4457a58-533b-458e-b73b-03f48ee0b1c1']"
1538,mt0038687818,"['5bfcb765-4742-47a3-a715-121351293b69', 'ff7b2292-862b-40c2-a600-5308f0506838']"
1539,mt0028344253,['633cf0d9-a1a3-4559-8c3d-fbc135cc4642']
1540,mt0011036986,['9c7f047b-c9a9-42e5-99fb-3808a86d24f4']
1541,mt0011054700,['448e4294-5dd5-41af-b8a4-54d90a360d31']
1542,mt0011039183,['2e314156-95c9-482b-be34-47dd3b1cdd99']
1543,mt0028734970,['6c957c12-f861-4df1-b9a6-90d3bf7e6b64']
1544,mt0011047251,['534401b9-2045-4018-bf10-f31a4d868e71']
1545,mt0011052265,['e460ad26-ab99-47a1-a05a-c1558dc2cc52']
1546,mt0011035013,['94f58ac9-9532-48fb-8d59-51b05097c04e']
1547,mt0013524234,['2e314156-95c9-482b-be34-47dd3b1cdd99']
1548,mt0011042698,['af8dd491-9083-49e0-ab7b-d6cf0d658293']
1549,mt0009011601,['57a581a8-9ba5-4ff4-bf3f-6ed96601d27c']
1550,mt0003483502,['a04f1a1b-aaa9-4871-bc52-6e3daef53c1b']
1551,mt0004579545,['1261bfe5-daac-459f-a30c-f6a777fe2c0d']
1552,mt0001629281,['18a6f3f8-feb6-4fbb-adac-cc4693114d41']
1553,mt0005574499,['beb08c06-3f1a-4aee-a4a7-f80d9d60f2df']
1554,mt0005238540,['ec2eac5f-75b8-4a12-9d01-c0959382c731']
1555,mt0003011118,['31b1b951-1bf8-43ad-ae9e-a0a0af8c43c4']
1556,mt0016943324,"['b2937557-ed19-4712-b6c2-8858b7e2392f', 'f1e76752-8342-4ae2-94d3-91f6dc1a48dc']"
1557,mt0008629632,['eebc5285-2856-4fb6-a82f-9880d98b8ce8']
1558,mt0027098921,['3f23600d-356f-498f-8561-79ada961e404']
1559,mt0000054466,['9a6d2690-88fb-4d2d-9bca-5db245379e52']
1560,mt0019524460,"['0363e509-0caf-4e6b-9d98-1c93498efd7f', '371ac002-d6ce-4390-9cde-7d4a4ee01d79']"
1561,mt0041967401,"['c6daed1b-d5d8-4562-8f2d-7160a9e25101', '48f5f4b6-5cd1-4721-8e9c-e02b3e093d34', '107c5674-91f4-4a18-b977-3cb0f4e01a98', '6f4535e4-b7e1-41dc-9ce8-e8fd77b5e81b', '3edb631c-583f-4384-85f9-f8b11195ab73', '9dedae36-c681-42e4-83a1-1f716a4d71fc', '94d43c39-e387-4804-ab4b-848222e1df9c']"
1562,mt0031647213,"['b26734d2-bf54-4b4e-88d9-fed21a674a99', '4254c076-5137-4bb0-a814-a29a802527b7', '7a926328-f7ec-4e54-86bc-095c2be7bcec', '3db040fc-b43d-4012-9763-fb230dcac852', 'ebc5b4f4-34c3-4d0e-983e-d8da7478600e']"
1563,mt0028304580,"['58b15bfe-bc90-420c-8b07-dc9d858113dc', 'a28da156-c177-4ab9-a5e9-4ee6618d1cb6', '971d8f57-d51b-4ae1-b28b-01d2c310b7d5', '99e58895-1f3e-4980-a1d6-3eaac9ebe736']"
1564,mt0052642091,['22af3c7d-1b9d-4b55-98d1-0e6f56a68f96']
1565,mt0047811385,"['a45a5d14-9b74-4905-971d-8a989b1c51c8', '93eba034-c7b7-44c3-9d8b-c4bfd5d05b99', '7b8fc732-ba1d-4c3e-929e-f688b1624070']"
1566,mt0046816291,"['a45a5d14-9b74-4905-971d-8a989b1c51c8', '7b8fc732-ba1d-4c3e-929e-f688b1624070', '93eba034-c7b7-44c3-9d8b-c4bfd5d05b99']"
1567,mt0047773700,['318f3116-0c98-4496-b705-285bb7f4d18e']
1568,mt0018135850,"['58b15bfe-bc90-420c-8b07-dc9d858113dc', 'a28da156-c177-4ab9-a5e9-4ee6618d1cb6', '971d8f57-d51b-4ae1-b28b-01d2c310b7d5', '99e58895-1f3e-4980-a1d6-3eaac9ebe736']"
1569,mt0009905105,['dd36a95a-8a56-4427-901b-af8cbe46d0fd']
1570,mt0002533605,"['8da45ae2-5a72-47e3-ad88-15e42315a428', '2ad490d8-d739-4795-a3c6-4e36da600bbc']"
1571,mt0011692425,"['01270a3c-eee0-4cfc-b1c5-9c25fb1f709d', '51c3321a-90c4-4666-b7e1-2949c94835d5']"
1572,mt0011681997,"['2f798069-33f9-455d-af70-af2ccbe57935', '718d45ed-98cf-4a2c-a3c9-dfdb77fe4539']"
1573,mt0011679254,"['24ff31ae-2f36-4635-a02c-6d620440e2cc', 'ddfbf98b-153e-4605-a5c7-39c74eb0a119']"
1574,mt0030348601,"['d746fcaa-e7ec-498a-9c1a-c1d54d5c0462', '2260f5b4-dd23-4dc5-b009-48133f3902ad']"
1575,mt0007103761,['406e6051-b20b-4818-afa2-acce92c35fdb']
1576,mt0007016360,['e5ff4d95-243c-40f7-a886-459e653894d4']
1577,mt0009395711,['9cca5a67-17d2-40ae-af44-38bd30a25477']
1578,mt0003800225,['8ac5cec3-89c6-4fac-939f-8a8f41781cdc']
1579,mt0003355720,['8dd65cb8-cf1d-4c6f-ab5e-3592556e24a8']
1580,mt0055519519,"['2651fe2c-d312-4670-9452-358541c2aa15', 'aba48554-7ca2-4233-af75-3d859250ce08']"
1581,mt0055519517,
1582,mt0055519512,['93f9265b-b87a-4b73-badb-aa756620a381']
1583,mt0055519515,['5b69c075-3e99-45ec-9054-e631eb28e8c4']
1584,mt0055519518,"['ca3c4a82-bbac-4521-8061-ba3317f4aad1', '68c4990a-af05-4635-9edd-058bdc604da2']"
1585,mt0051069402,['309e09cb-ffe4-40ce-bc23-d9fb51f4563b']
1586,mt0047162741,['db7828df-a1de-424c-b260-515f7b5b82f2']
1587,mt0047162739,"['781bf764-60b8-437b-a0a2-b5be82be199d', '4d9047f6-879d-408f-9bfe-79dd0b0da9bb', '49606c43-8cb9-4b01-b8a7-f43483e0cab0', 'b3120c68-a05d-4b87-9518-22f79cb38bea', '1e2bbd1e-9bc3-4247-ad7b-2947528f1b5d', 'cba1e613-9503-4300-9f7e-e0f95a6fd33d']"
1588,mt0043797907,"['0052e2f1-2528-4cd5-b7b2-69466b46cd60', 'cadde12d-9a8d-4971-b4f3-d02cf9af35c6']"
1589,mt0042301458,['23bb8af1-bc35-4ee1-83e2-4f5baeaba592']
1590,mt0050214495,['3fd76474-ee69-48a9-90c5-d00d7fb39167']
1591,mt0031224307,"['ff43d2dd-2cae-4d34-a6cf-821550d9567b', 'ee92fa07-6aa5-41cd-91ff-ad90b23dc7c8']"
1592,mt0040998213,"['91b2ba4b-695c-4332-8c54-16f1ec6065e2', '5049a612-5e8c-4cc1-9500-f0ca9392e8d3']"
1593,mt0054762585,['beae264b-ece5-45fa-ac57-1c89532eeec8']
1594,mt0054762582,['97f5aee6-ad76-4515-8037-f91ff5c0ac44']
1595,mt0054762581,['ea2fad46-fda3-44d2-9cb2-20a582894293']
1596,mt0050214487,['bb8a372d-9b80-487c-bb4d-24442954e8d0']
1597,mt0050214493,['c73373ae-f912-4b83-8e5d-d0178488501a']
1598,mt0050214491,['a2b7316c-ae2d-4b1c-9903-ff1e0ffd9f2c']
1599,mt0038613777,['333e3d14-1f58-443d-8dc0-2ba4a58a4cfb']
1600,mt0054762580,['2125ab7d-61f5-4f20-88d2-7090a527b963']
1601,mt0026283070,['1c698d30-1e04-4df0-8519-e7c83e76d6f2']
1602,mt0019690236,['2ffff22e-cd99-4a73-a535-3feaa90ac4a9']
1603,mt0031241968,['333e3d14-1f58-443d-8dc0-2ba4a58a4cfb']
1604,mt0019695623,['901faca6-2bce-45c2-9ef0-d7c5e699f36e']
1605,mt0029639030,['937790a7-b64c-4550-87c5-81015e8becb8']
1606,mt0054762584,['6859e9d9-93d2-4c44-ba6b-666e53ea2946']
1607,mt0018432104,"['d2d9cb61-c2c7-4f95-9c24-f1829ace6156', 'a4ac415f-d21e-42d8-bd4f-ede4a9920305']"
1608,mt0018441187,['c1a062dc-561c-443c-a6a5-490c2eec71c1']
1609,mt0018426587,"['12b81e73-9b0d-4e1e-b1dd-b7015cd1128f', '8358bb1c-1671-471f-9df4-f19a3c005790', 'afa20266-3b4f-4b16-8f55-dae2f88decfb']"
1610,mt0018433717,"['624e6b99-93cf-4541-8156-0dc85357d54a', 'e595b5e8-84d5-4075-a433-37f59ce5b7d3']"
1611,mt0018441974,
1612,mt0018434132,['d32ac736-6909-4644-b1cb-20851217df03']
1613,mt0031406883,"['8035aca4-f243-4685-a0d1-12e111210a66', 'c98f4399-b126-4a45-9d8a-625a80a1d4d9', '4c2c54f5-54ff-43a7-8542-d5ecb8f23a51']"
1614,mt0002636264,"['05551df6-a7a1-481d-b0e9-40cdd109bc48', '9ee08fec-66a9-4b21-b65e-4647aa46896b', 'a69a112c-44f6-41f1-93db-9f19fe2cc4fc', '69f61a3a-84dc-42e6-bf32-594a98845106', '989424e0-5249-44f8-ad7b-25109e97b6e7', '6e0901da-6c9a-4a34-a8ec-f58ba9b6bf59', 'c152ee31-f7f3-4f1b-90bb-321acfdc04b2', '80b6bb0d-accc-49cb-b85f-37a01502a94c', '1dd00279-4822-46eb-a6f5-85b9ba5e7df7', '8fddda0f-beac-4ad4-a45a-31c447197695', '85b5eae3-aedb-441b-8480-87fc31021753', 'fb0cae78-9ba8-4366-9efc-a3da9891c3aa', 'c69aabc9-84b8-4c8a-88ec-d0d51cc1345a', '6ee6b734-0df9-4fbe-bddd-d72988ff919d', 'a02aed32-4f1b-457a-a564-27e7cd413845']"
1615,mt0032123661,"['1e3b0bc7-b931-490f-8f7a-a4883fc9e017', '668f5563-d88c-4f15-a837-8348769d64b0', 'd837165f-82e6-4537-b1e8-24785a54d5c6', 'b61d0c11-b254-4000-aa61-fee0b8754498']"
1616,mt0005607008,"['5ab54f00-cebf-4f75-a87d-1633118704c9', 'f9cf8a74-56ad-464d-a2b9-94961df89b7b', 'f1a7f500-e3e3-4626-9761-187aedc46790', '2a1f05f4-31d9-4729-a01d-2bce276d6e5f', 'be13a2c4-1249-4477-94c1-14a01ce41c2b']"
1617,mt0029382042,['ba5321e3-b955-45b8-b505-563b80c863e5']
1618,mt0032631445,['c52f27b3-e741-4eed-afb8-d9d8b3ffd4fd']
1619,mt0018204861,['15523469-abcc-45a9-8d41-ec16de7ab384']
1620,mt0011005280,['04879984-82e0-48a3-a0eb-4c7464621872']
1621,mt0006225668,"['c94e134b-e7b7-4d71-9164-46f679a4c1dc', 'e18a843f-71d2-4228-912c-55fbe036ad79', '0bc4eb03-0e7e-4862-ad0d-e7176ccc6022']"
1622,mt0011012164,['ca241085-5b6c-4b47-ada6-06fc0dd638d2']
1623,mt0030302380,"['940cc751-0bd6-4dcb-aa1e-0d20cfd95dc3', '6a42c295-09df-4167-9987-7ed5af115a66', 'e27d500d-4494-4f84-b33a-964dbb4f3c75', 'aa49e855-82a3-4acb-a2ad-beec65fc26d0']"
1624,mt0008968033,"['08fd7f02-c30b-4b0b-9baf-d8eb8ca3b86f', '4c0d0987-e758-49c5-8527-87a0a1ee641d', 'f77effdf-cf0a-416b-b73c-56196b8e891e']"
1625,mt0011007530,"['00d464b5-e4b9-42c4-9158-7129b76516f5', '524314d0-1e5b-42fb-bebe-d80dd59f2046']"
1626,mt0005746520,['eb459173-b028-4b81-98cc-1a8fabf8b70a']
1627,mt0018351371,"['3e2dad35-c648-4031-818b-43ef74800f49', '410fb1fb-5a45-4206-b300-8122932a22ba', '3a461cbb-51ac-4889-b943-71028f239c3a', '6243247c-220d-4179-9954-76a2c72d51d8', '2382e109-a328-4921-b50e-3190f4855ea5', '1680b7c1-5344-40c5-8660-d6ea4f6021bb', '5b158ccc-ff64-44cb-90ee-4154a2eecb47', 'd39b7b34-8f0b-4121-b932-0ed4776eeead']"
1628,mt0010371104,"['78480955-1a91-49a7-ae52-85079ca87d37', '7e2f4906-dc8e-4afb-b982-efb750877aac', '5a496706-fbc2-4b55-b2b0-97d3ec81c4d6', '2f42e9eb-f6b5-49a4-96b2-a8e04e16b282']"
1629,mt0002711507,"['ea6a5ed1-c10a-468f-9d7f-889b137b06a8', 'c4ca33ad-dc3a-4238-8c4b-770f631a2903', 'f4ac0ef0-7305-4d7a-8be4-7248568e6ec6', 'fbbc390c-39db-4580-8e5e-23096c692850', 'b976c8a1-76a6-4589-ad5c-3fa687a0c5ed', 'a8608bef-71ce-4833-b6a1-69c2918bdf66', '80089cb6-82b6-45fb-9fbe-44a96360865a', '5653b758-a569-4bb4-b339-2d5ae84778f6', '3ffac40f-e6b5-4cd0-bd4d-d1d6780e87fd', 'e43b0d44-65fa-4d54-bbfd-4f30591ec52a', 'efa4f9e7-4c36-4e97-b14c-c68586dadd05']"
1630,mt0012265019,"['e8135321-d2c7-4d8a-b6e4-3c9006997ca8', '63d79123-bdd4-467a-a894-710f1b43564f', '7f4237b3-fc9d-499b-9b97-20398380bd78', 'ccc10520-5a12-4372-88f0-5a12492ff365', 'a78c915e-b7a8-4f5d-b429-1ab346f07bae', 'ff3ab8bf-4226-4bb9-8014-1776f53ce6fc', '3080397c-20ce-4945-a278-0cf21dbedc61']"
1631,mt0011439963,"['280200fa-706d-468d-8681-ecc44fa1f9a7', 'c085342d-d452-4a9f-be9c-0489c5e40ae5', 'a00b6ea6-5501-4223-bdb1-fb3e2c01cdd8', 'de6aa453-246c-4dc8-ade0-c73d1cf302a3', '29871bf9-ba86-4acc-aa99-724bdf1856d0', 'afd36a6a-6330-4902-acc7-8d3ecd4a87db', '9ebb0443-7163-4ede-8139-cd447da4ffff', '9ecbd91b-8fe1-42ec-b5f5-1ac4fff631bc', '5b4cc3b2-7286-4946-8d77-98118eba7b28', '33775fb7-f7b9-4c0e-989c-77f224403f65']"
1632,mt0005352000,"['181065b5-92bf-4c11-96f5-77106584f250', 'eee3a8e8-bb83-4a27-b719-8463eb633ae5', '82681fd2-16de-4732-ac69-0365784c0eb6']"
1633,mt0008283449,"['17d0c29e-62ee-4fe3-9a64-a9d27b1b3631', '9417e115-207c-4fce-886f-a6af915a5642', '7d5f8c9e-08a9-4e0c-8577-da65d73692cc', 'ae59fe18-ad2e-46db-87fb-4313a23dde89', '38b97a37-bb2d-46fe-b819-37ba242410d4']"
1634,mt0000177549,"['3b12fe31-ec32-4e61-9a81-efdb202b4355', '1f99d5cb-3ee6-47fe-9d9a-9a321bfdb1cc', '5f8f7cfa-b5c6-4358-a451-b36db98dba0b']"
1635,mt0000904020,"['e78da389-7ebc-4772-858a-7772563e4d24', '01ad7b21-018e-41c5-83ea-ef71f8f6a339', 'a7539c61-3824-4139-a1ae-a10bcb28148f', 'e10e815a-e04b-478b-8de2-9e5b8534e334']"
1636,mt0008093707,"['b0ea6149-7cfc-4e49-b928-ccc228b62891', '86ad2635-8b84-4752-9c2b-23788e12c332']"
1637,mt0003276921,"['a3a9f843-76de-4b0c-986a-cf48b42664f0', '6a256af0-05c1-4e04-bf44-37bf47c522d3', '1860f0c7-8b12-47a6-9089-88ed7e251a23']"
1638,mt0007839718,['3c26e2f8-7fac-4cc0-9f2e-e69a2d18107f']
1639,mt0003281517,"['e966bfe9-d7d8-43cc-b596-967b489fb092', '7762e8fb-744c-47ee-ad85-37b4c0d87ce0', '2400db13-6f4c-43aa-ab5b-a405cc78f740']"
1640,mt0009422015,"['022c926f-8fc4-4d4d-a30c-eb645c582c26', '01fefd2a-23dd-44a6-b14d-07a975074fff', '511f614f-04df-476b-87ae-0a1667676a74']"
1641,mt0008088035,"['9b2af59f-bd9e-45e3-a42d-45bc84170d85', '2a0c0ff3-a7e5-40c8-b8ba-838fba0be9af', 'e053c224-f36b-4d07-9c83-db274b5d7ecb']"
1642,mt0004139201,['d775053f-65a0-46f4-9ad4-1b8477806c9b']
1643,mt0002906998,"['1ec23862-5c65-472a-b87b-554cded98fe3', '7a00ab79-ac48-4147-b0b3-94589f3a1b2b', 'ee6a9f0a-9065-464e-a4ea-a8ba078880aa', '75c7d26e-b71c-4938-8559-2e4224f7a885']"
1644,mt0003022796,['650255d9-4868-4d4c-bb57-f320aabf337f']
